id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,method,umpire1,umpire2,is_playoff,is_eliminator,is_qualifier,is_final,home_of
734013,Ranchi,18-05-2014,AB de Villiers,JSCA International Stadium Complex,0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Royal Challengers Bangalore,wickets,5,,Bruce Oxenford,Chettithody Shamshuddin,0,0,0,0,Chennai Super Kings
734015,Hyderabad,18-05-2014,Umesh Yadav,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,7,,Nigel Llong,C. K. Nandan,0,0,0,0,Sunrisers Hyderabad
734017,Ahmedabad,19-05-2014,Michael Hussey,Narendra Modi Stadium,0,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,25,,Sundaram Ravi,Rod Tucker,0,0,0,0,Rajasthan Royals
734019,Delhi,19-05-2014,Axar Patel,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,4,,Kumar Dharmasena,Pashchim Pathak,0,0,0,0,Delhi Capitals
734021,Hyderabad,20-05-2014,David Warner,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,wickets,7,,Anil Chaudhary,Nigel Llong,0,0,0,0,Sunrisers Hyderabad
734023,Kolkata,20-05-2014,Robin Uthappa,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8,,Rajesh Deshpande,Chettithody Shamshuddin,0,0,0,0,Kolkata Knight Riders
734025,Chandigarh,21-05-2014,Lendl Simmons,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7,,Kumar Dharmasena,Vineet Kulkarni,0,0,0,0,Kings XI Punjab
734027,Kolkata,22-05-2014,Robin Uthappa,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,30,,Anil Chaudhary,C. K. Nandan,0,0,0,0,Kolkata Knight Riders
734029,Ranchi,22-05-2014,David Warner,JSCA International Stadium Complex,0,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6,,Bruce Oxenford,Chettithody Shamshuddin,0,0,0,0,Chennai Super Kings
734031,Mumbai,23-05-2014,Michael Hussey,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,15,,Sundaram Ravi,Rod Tucker,0,0,0,0,Mumbai Indians
734033,Chandigarh,23-05-2014,Shaun Marsh,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,16,,Kumar Dharmasena,Pashchim Pathak,0,0,0,0,Kings XI Punjab
734035,Bangalore,24-05-2014,Mahendra Singh Dhoni,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,8,,Anil Chaudhary,Nigel Llong,0,0,0,0,Royal Challengers Bangalore
734037,Kolkata,24-05-2014,Yusuf Pathan,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4,,Rajesh Deshpande,Bruce Oxenford,0,0,0,0,Kolkata Knight Riders
734039,Chandigarh,25-05-2014,Manan Vohra,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,field,Kings XI Punjab,wickets,7,,Kumar Dharmasena,Vineet Kulkarni,0,0,0,0,Kings XI Punjab
734041,Mumbai,25-05-2014,Corey Anderson,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,wickets,5,,Krishnaraj Srinath,Rod Tucker,0,0,0,0,Mumbai Indians
734043,Kolkata,27-05-2014,Umesh Yadav,Eden Gardens,0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,Kolkata Knight Riders,runs,28,,Nigel Llong,Sundaram Ravi,1,0,1,0,Kolkata Knight Riders
734045,Mumbai,28-05-2014,Suresh Raina,Brabourne Stadium,1,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,wickets,7,,Vineet Kulkarni,Bruce Oxenford,1,1,0,0,
734047,Mumbai,30-05-2014,Virender Sehwag,Wankhede Stadium,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Kings XI Punjab,runs,24,,Kumar Dharmasena,Rod Tucker,1,0,1,0,
734049,Bangalore,01-06-2014,Manish Pandey,M.Chinnaswamy Stadium,1,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,3,,Kumar Dharmasena,Bruce Oxenford,1,0,0,1,
829705,Kolkata,08-04-2015,Morne Morkel,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,,Sundaram Ravi,Chettithody Shamshuddin,0,0,0,0,Kolkata Knight Riders
829707,Chennai,09-04-2015,Ashish Nehra,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,1,,Richard Illingworth,Vineet Kulkarni,0,0,0,0,Chennai Super Kings
829709,Pune,10-04-2015,James Faulkner,Maharashtra Cricket Association Stadium,0,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,26,,Simon Fry,Chris Gaffaney,0,0,0,0,Kings XI Punjab
829711,Chennai,11-04-2015,Brendon McCullum,MA Chidambaram Stadium,0,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,runs,45,,Richard Illingworth,Vineet Kulkarni,0,0,0,0,Chennai Super Kings
829713,Kolkata,11-04-2015,Chris Gayle,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,3,,Sundaram Ravi,Chettithody Shamshuddin,0,0,0,0,Kolkata Knight Riders
829715,Delhi,12-04-2015,Deepak Hooda,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,,Simon Fry,Chris Gaffaney,0,0,0,0,Delhi Capitals
829717,Mumbai,12-04-2015,George Bailey,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab,runs,18,,Anil Chaudhary,Krishnamachari Srinivasan,0,0,0,0,Mumbai Indians
829719,Bangalore,13-04-2015,David Warner,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8,,Rajesh Deshpande,Richard Illingworth,0,0,0,0,Royal Challengers Bangalore
829721,Ahmedabad,14-04-2015,Steve Smith,Narendra Modi Stadium,0,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Rajasthan Royals,wickets,7,,Anil Chaudhary,Simon Fry,0,0,0,0,Rajasthan Royals
829723,Kolkata,30-04-2015,Andre Russell,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,,Anil Chaudhary,Marais Erasmus,0,0,0,0,Kolkata Knight Riders
829725,Pune,15-04-2015,Mayank Agarwal,Maharashtra Cricket Association Stadium,0,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,bat,Delhi Capitals,wickets,5,,Chris Gaffaney,Krishnaraj Srinath,0,0,0,0,Kings XI Punjab
829727,Visakhapatnam,16-04-2015,Ajinkya Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,,Pashchim Pathak,Sundaram Ravi,0,0,0,0,Sunrisers Hyderabad
829729,Mumbai,17-04-2015,Ashish Nehra,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,wickets,6,,Anil Chaudhary,Marais Erasmus,0,0,0,0,Mumbai Indians
829731,Visakhapatnam,18-04-2015,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,4,,Pashchim Pathak,Sundaram Ravi,0,0,0,0,Sunrisers Hyderabad
829733,Pune,18-04-2015,Andre Russell,Maharashtra Cricket Association Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4,,Simon Fry,C. K. Nandan,0,0,0,0,Kings XI Punjab
829735,Ahmedabad,19-04-2015,Ajinkya Rahane,Narendra Modi Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,wickets,8,,Anil Chaudhary,Marais Erasmus,0,0,0,0,Rajasthan Royals
829737,Bangalore,19-04-2015,Harbhajan Singh,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,runs,18,,Richard Illingworth,Vineet Kulkarni,0,0,0,0,Royal Challengers Bangalore
829739,Delhi,20-04-2015,Umesh Yadav,Arun Jaitley Stadium,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,,Simon Fry,Chris Gaffaney,0,0,0,0,Delhi Capitals
829741,Ahmedabad,21-04-2015,Shaun Marsh,Narendra Modi Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,tie,,,Marais Erasmus,Sundaram Ravi,0,0,0,0,Rajasthan Royals
829743,Visakhapatnam,22-04-2015,David Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,16,D/L,Richard Illingworth,Vineet Kulkarni,0,0,0,0,Sunrisers Hyderabad
829745,Bangalore,22-04-2015,Suresh Raina,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,runs,27,,Johan Cloete,Chettithody Shamshuddin,0,0,0,0,Royal Challengers Bangalore
829747,Delhi,23-04-2015,Shreyas Iyer,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,37,,Simon Fry,C. K. Nandan,0,0,0,0,Delhi Capitals
829749,Ahmedabad,24-04-2015,Mitchell Starc,Narendra Modi Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9,,Marais Erasmus,Sundaram Ravi,0,0,0,0,Rajasthan Royals
829751,Mumbai,25-04-2015,Lasith Malinga,Wankhede Stadium,0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,20,,Kumar Dharmasena,Chris Gaffaney,0,0,0,0,Mumbai Indians
829753,Chennai,25-04-2015,Brendon McCullum,MA Chidambaram Stadium,0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,97,,Johan Cloete,Chettithody Shamshuddin,0,0,0,0,Chennai Super Kings
829757,Delhi,26-04-2015,Varun Aaron,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,10,,Marais Erasmus,Sundaram Ravi,0,0,0,0,Delhi Capitals
829759,Chandigarh,27-04-2015,Trent Boult,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,20,,Kumar Dharmasena,Chris Gaffaney,0,0,0,0,Kings XI Punjab
829761,Kolkata,07-05-2015,Piyush Chawla,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,13,,Anil Chaudhary,Marais Erasmus,0,0,0,0,Kolkata Knight Riders
829763,Bangalore,29-04-2015,,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,no result,no result,,Johan Cloete,Pashchim Pathak,0,0,0,0,Royal Challengers Bangalore
829765,Chennai,28-04-2015,Dwayne Bravo,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,2,,Rajesh Deshpande,Vineet Kulkarni,0,0,0,0,Chennai Super Kings
829767,Delhi,01-05-2015,Nathan Coulter-Nile,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,Delhi Capitals,wickets,9,,Richard Illingworth,Sundaram Ravi,0,0,0,0,Delhi Capitals
829769,Mumbai,01-05-2015,Ambati Rayudu,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,8,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Mumbai Indians
829771,Bangalore,02-05-2015,Mandeep Singh,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7,,Johan Cloete,Pashchim Pathak,0,0,0,0,Royal Challengers Bangalore
829773,Hyderabad,02-05-2015,David Warner,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Sunrisers Hyderabad,runs,22,,Anil Chaudhary,Krishnamachari Srinivasan,0,0,0,0,Sunrisers Hyderabad
829775,Chandigarh,03-05-2015,Lendl Simmons,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,23,,Richard Illingworth,Vineet Kulkarni,0,0,0,0,Kings XI Punjab
829777,Mumbai,03-05-2015,Ajinkya Rahane,Brabourne Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,14,,Kumar Dharmasena,Chris Gaffaney,0,0,0,0,Rajasthan Royals
829779,Chennai,04-05-2015,Suresh Raina,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,runs,24,,Chettithody Shamshuddin,Krishnaraj Srinath,0,0,0,0,Chennai Super Kings
829781,Kolkata,04-05-2015,Umesh Yadav,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,35,,Anil Chaudhary,Marais Erasmus,0,0,0,0,Kolkata Knight Riders
829783,Mumbai,05-05-2015,Harbhajan Singh,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Mumbai Indians,wickets,5,,Kumar Dharmasena,Chris Gaffaney,0,0,0,0,Mumbai Indians
829785,Bangalore,06-05-2015,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore,runs,138,,Richard Illingworth,Vineet Kulkarni,0,0,0,0,Royal Challengers Bangalore
829787,Mumbai,07-05-2015,Eoin Morgan,Brabourne Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,runs,7,,Johan Cloete,Chettithody Shamshuddin,0,0,0,0,Rajasthan Royals
829789,Chennai,08-05-2015,Hardik Pandya,MA Chidambaram Stadium,0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians,wickets,6,,Chris Gaffaney,C. K. Nandan,0,0,0,0,Chennai Super Kings
829791,Kolkata,09-05-2015,Andre Russell,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,1,,Anil Chaudhary,Kumar Dharmasena,0,0,0,0,Kolkata Knight Riders
829793,Raipur,09-05-2015,Moises Henriques,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,6,,Vineet Kulkarni,Sundaram Ravi,0,0,0,0,Delhi Capitals
829795,Mumbai,10-05-2015,AB de Villiers,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,39,,Johan Cloete,Chettithody Shamshuddin,0,0,0,0,Mumbai Indians
829797,Chennai,10-05-2015,Ravindra Jadeja,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,runs,12,,Marais Erasmus,C. K. Nandan,0,0,0,0,Chennai Super Kings
829799,Hyderabad,11-05-2015,David Warner,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,5,,Anil Chaudhary,Kumar Dharmasena,0,0,0,0,Sunrisers Hyderabad
829801,Raipur,12-05-2015,Zaheer Khan,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Delhi Capitals,wickets,6,,Richard Illingworth,Vineet Kulkarni,0,0,0,0,Delhi Capitals
829803,Chandigarh,13-05-2015,Axar Patel,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab,runs,22,,Johan Cloete,Chettithody Shamshuddin,0,0,0,0,Kings XI Punjab
829805,Mumbai,14-05-2015,Hardik Pandya,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,5,,Richard Illingworth,Vineet Kulkarni,0,0,0,0,Mumbai Indians
829807,Hyderabad,15-05-2015,Virat Kohli,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,wickets,6,D/L,Anil Chaudhary,Kumar Dharmasena,0,0,0,0,Sunrisers Hyderabad
829809,Chandigarh,16-05-2015,Pawan Negi,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings,wickets,7,,C. K. Nandan,Chettithody Shamshuddin,0,0,0,0,Kings XI Punjab
829811,Mumbai,16-05-2015,Shane Watson,Brabourne Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,9,,Rajesh Deshpande,Richard Illingworth,0,0,0,0,Rajasthan Royals
829813,Bangalore,17-05-2015,,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,no result,no result,no result,,Kumar Dharmasena,Krishnamachari Srinivasan,0,0,0,0,Royal Challengers Bangalore
829815,Hyderabad,17-05-2015,Mitchell McClenaghan,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,9,,Chris Gaffaney,Krishnaraj Srinath,0,0,0,0,Sunrisers Hyderabad
829817,Mumbai,19-05-2015,Kieron Pollard,Wankhede Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,25,,Kumar Dharmasena,Richard Illingworth,1,0,1,0,Mumbai Indians
829819,Pune,20-05-2015,AB de Villiers,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,71,,Anil Chaudhary,Chettithody Shamshuddin,1,1,0,0,
829821,Ranchi,22-05-2015,Ashish Nehra,JSCA International Stadium Complex,1,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,wickets,3,,Anil Chaudhary,Chris Gaffaney,1,0,1,0,
829823,Kolkata,24-05-2015,Rohit Sharma,Eden Gardens,1,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,runs,41,,Kumar Dharmasena,Richard Illingworth,1,0,0,1,
980901,Mumbai,09-04-2016,Ajinkya Rahane,Wankhede Stadium,0,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,Rising Pune Supergiant,wickets,9,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Mumbai Indians
980903,Kolkata,10-04-2016,Andre Russell,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9,,Sundaram Ravi,Chettithody Shamshuddin,0,0,0,0,Kolkata Knight Riders
980905,Chandigarh,11-04-2016,Aaron Finch,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,5,,Anil Chaudhary,Vineet Kulkarni,0,0,0,0,Kings XI Punjab
980907,Bangalore,12-04-2016,AB de Villiers,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,runs,45,,Kumar Dharmasena,Virender Sharma,0,0,0,0,Royal Challengers Bangalore
980909,Kolkata,13-04-2016,Rohit Sharma,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6,,Nitin Menon,Sundaram Ravi,0,0,0,0,Kolkata Knight Riders
980911,Rajkot,14-04-2016,Aaron Finch,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,bat,Gujarat Lions,wickets,7,,Vineet Kulkarni,C. K. Nandan,0,0,0,0,Gujarat Lions
980913,Delhi,15-04-2016,Amit Mishra,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Delhi Capitals,field,Delhi Capitals,wickets,8,,Sundaram Ravi,Chettithody Shamshuddin,0,0,0,0,Delhi Capitals
980915,Hyderabad,16-04-2016,Gautam Gambhir,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8,,Anil Chaudhary,C. K. Nandan,0,0,0,0,Sunrisers Hyderabad
980917,Mumbai,16-04-2016,Aaron Finch,Wankhede Stadium,0,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,Gujarat Lions,wickets,3,,Kumar Dharmasena,Virender Sharma,0,0,0,0,Mumbai Indians
980919,Chandigarh,17-04-2016,Manan Vohra,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,bat,Kings XI Punjab,wickets,6,,Sundaram Ravi,Chettithody Shamshuddin,0,0,0,0,Kings XI Punjab
980921,Bangalore,17-04-2016,Quinton de Kock,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7,,Vineet Kulkarni,Nand Kishore,0,0,0,0,Royal Challengers Bangalore
980923,Hyderabad,18-04-2016,David Warner,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7,,Kumar Dharmasena,Virender Sharma,0,0,0,0,Sunrisers Hyderabad
980925,Chandigarh,19-04-2016,Robin Uthappa,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6,,Sundaram Ravi,Chettithody Shamshuddin,0,0,0,0,Kings XI Punjab
980927,Mumbai,20-04-2016,Rohit Sharma,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Mumbai Indians,wickets,6,,Anil Chaudhary,C. K. Nandan,0,0,0,0,Mumbai Indians
980929,Rajkot,21-04-2016,Bhuvneshwar Kumar,Saurashtra Cricket Association Stadium,0,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,10,,Krishnamachari Bharatan,Kumar Dharmasena,0,0,0,0,Gujarat Lions
980931,Pune,22-04-2016,AB de Villiers,Maharashtra Cricket Association Stadium,0,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,field,Royal Challengers Bangalore,runs,13,,Chris Gaffaney,Virender Sharma,0,0,0,0,Rising Pune Supergiant
980933,Delhi,23-04-2016,Sanju Samson,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,10,,Sundaram Ravi,Chettithody Shamshuddin,0,0,0,0,Delhi Capitals
